word,late,age,links
Lupercalia (n.),,15,Latin
lupin (n.),late ,14,Latin
lupine (adj.),,1650,French%Latin
lupus (n.),late ,14,Medieval Latin%Latin
lurch (n.1),,1784,French%Latin
lurch (n.2),,1580,Middle English%Old French
lure (n.),early ,14,Anglo-French%Frankish%Proto-Germanic
lurid (adj.),,1650,Latin
lush (adj.),mid-,15,Old French%Late Latin
lusory (adj.),,1650,Latin
lust (n.),,16,Proto-Germanic%PIE
luster (n.1),,1520,Middle French%Latin
lustral (adj.),,1530,Latin
lustrum (n.),,1580,Latin
lute (n.),late ,13,Old French%Arabic
luteal (adj.),,1906,Latin
luteous (adj.),,1650,Latin
luthier (n.),,1879,French
lux (n.),,1889,Latin
luxe,,1550,French%Latin
Luxembourg,mid-,14,Germanic
Luxor,-,-,Arabic%Latin
luxuriant (adj.),,1530,Middle French%Latin
luxuriate (v.),,1620,Latin
luxurious (adj.),,1300,Old French%Latin
luxury (n.),,1300,Old French%Latin
lycanthrope (n.),,1620,Modern Latin%Greek
lycanthropy (n.),,1580,Greek
lye (n.),-,-,Proto-Germanic%PIE
lymph (n.),,1725,French%Latin
lymphatic (adj.),,1640,Latin
lymphocyte (n.),,1890,Latin
lynx (n.),mid-,14,Latin%Greek%PIE
Lyons,,244,Gallo-Latin
lyre (n.),,1200,Old French%Latin%Greek
lyric (n.),,1580,Middle French%Latin%Greek
Lysander,-,-,Greek
lysis (n.),,1902,Latin%Greek
lysol (n.),,1890,Greek
lytic (adj.),,1889,Greek
#NAME?,,2,Greek%PIE
#NAME?,-,-,Old French%Late Latin%Greek
#NAME?,,2,French%Greek
#NAME?,,2,Middle French%Latin%Greek
M,,13,Greek%Semitic
Mac-,-,-,Old Celtic
macabre (adj.),early ,15,Old French
Macaca,-,-,Portuguese
macaque (n.),,1757,French%Portuguese
macaronic (adj.),,1610,Modern Latin
macaroon (n.),,1610,French
macaw (n.),,1660,Portuguese
Maccabees,late ,14,Late Latin
mace (n.1),late ,13,Old French%Vulgar Latin%Latin
mace (n.2),late ,14,Old French
Macedonia,,1300,Latin%Greek
Macedonian,,1300,Latin
macerate (v.),late ,15,Latin%PIE
maceration (n.),late ,15,Latin
machete (n.),,1590,Spanish%Vulgar Latin
machinate (v.),,1600,Latin
machination (n.),late ,15,Old French%Latin
machinator (n.),,1610,Latin
machine (n.),,1540,Middle French%Latin%Greek%PIE
machismo (n.),,1940,American Spanish%Spanish
macho,,1928,Spanish%Latin
machree,,1829,Irish-Gaelic
mackerel (n.),,1300,Old French
macrame (n.),,1869,French%Turkish%Arabic
macro-,-,-,Greek%PIE
macrobiotic (adj.),,1797,Greek
macrocephalic (adj.),,1851,Greek
macrocosm (n.),,1600,Old French%Medieval Latin%Greek
macron (n.),,1827,Greek
macula (n.),-,-,Latin
maculate (adj.),late ,15,Latin
maculate (v.),early ,15,Latin
maculation (n.),mid-,15,Latin
macule (n.),late ,15,Latin
mad (adj.),late ,13,Old English%Proto-Germanic
madam,,1300,Old French%Latin
madarosis (n.),,1690,Greek
madder (n.),-,-,PIE
made (adj.),late ,14,Middle English%Old English
Madeira (n.),,1540,Portuguese%Latin
mademoiselle,mid-,15,French
madonna (n.),,1580,Italian%Old Italian%Latin
madrasah (n.),,1620,Arabic
madrigal (n.),,1580,Italian%Late Latin
maelstrom (n.),,1680,Danish
maenad (n.),,1570,Greek
maestro (n.),,1797,Italian%Latin
mafia (n.),,1875,Italian%Arabic%Old French
magazine (n.),,1580,Middle French%Italian%Arabic
Magdalene,-,-,Latin%Greek%Aramaic
Magellanic clouds,,1680,Modern Latin
maggot (n.),late ,15,Old English%Proto-Germanic
magi (n.),,1200,Latin%Greek%Old Persian
magic (n.),late ,14,Old French%Late Latin%Greek%Old Persian%PIE
magic (adj.),late ,14,Old French%Latin%Greek%Modern Latin
magician (n.),late ,14,Old French
magisterial (adj.),,1630,Medieval Latin%Late Latin
magistral (adj.),,1570,Latin
magistrate (n.),late ,14,Old French%Latin
magma (n.),mid-,15,Latin%Greek%PIE
magnanimity (n.),mid-,14,Old French%Latin
magnanimous (adj.),,1580,Latin
magnate (n.),mid-,15,Late Latin%Latin%PIE
magnesia (n.),late ,14,Medieval Latin%Greek
magnet (n.),mid-,15,Old French%Latin%Greek
magnetic (adj.),,1610,Modern Latin%Latin
magnetism (n.),,1610,Modern Latin
magnetite (n.),,1840,German
magneto-,-,-,Greek
magni-,-,-,Latin
magnification (n.),early ,15,Late Latin
magnificence (n.),mid-,14,Old French%Latin
magnificent (adj.),mid-,15,Old French%Latin
magnify (v.),late ,14,Old French%Latin
magniloquence (n.),,1620,Latin
magniloquent (adj.),,1650,Latin
magnitude (n.),,1400,Latin
magnum (n.),,1788,Latin
magpie (n.),,1600,Old French%Latin%PIE%PIE
Magrib,-,-,Arabic
maharajah (n.),,1690,Sanskrit
maharishi (n.),,1785,PIE
mahatma (n.),,1884,Sanskrit%PIE
Mahayana,,1868,PIE%PIE
Mahdi (n.),,1792,Arabic
mahogany (n.),,1670,Spanish
Maia,-,-,Greek
maiden (n.),-,-,Proto-Germanic
maidenhood (n.),,230,Old English
mail (n.1),,1200,Old French%Frankish%Proto-Germanic%PIE
mail (n.2),,1300,Old French%Latin
mail (n.3),-,-,Old English
maillot (n.),,1928,French%Old French
maim (v.),,1300,Old French%Vulgar Latin%Proto-Germanic%PIE
main (n.),,1,Old English%Proto-Germanic
main (adj.),early ,13,Old English
Maine,-,-,French
maintain (v.),mid-,13,Anglo-French%Latin
maintenance (n.),mid-,14,Old French
maisonette (n.),,1818,French%Latin
maitre d&#039;hotel,,1530,French%Old French%Latin
maize (n.),,1550,Cuban Spanish
majesty (n.),,1300,Old French%Latin
Majlis (n.),,1821,Arabic
majolica (n.),,1550,Italian%Latin
major (adj.),,1300,Latin
major (n.),,1640,French%Medieval Latin%Latin
major-domo (n.),,1580,Medieval Latin%Latin
majority (n.),,1550,Middle French%Medieval Latin%Latin
majuscule,,18,French%Latin
make (v.),,1620,West Germanic%PIE
make (n.),,1300,Old English%Proto-Germanic
mal-,,9,French%Old French%Latin
Malachi,-,-,Hebrew
malachite (n.),late ,14,Greek
malacia (n.),-,-,Latin%Greek
malady (n.),late ,13,Old French%Latin
Malaga (n.),,1600,Phoenician
malaise (n.),,1300,Old French
malapert (adj.),early ,15,Old French
malapropos (adv.),,1660,French
malaria (n.),,1740,Italian
malaxation (n.),,1650,Late Latin%Greek
Malayalam,,1837,Dravidian
Malcolm,,225,Old Irish
malcontent,,1580,French
Maldives,-,-,Sanskrit
male (n.),late ,14,Old French%Latin
male (adj.),late ,14,Old French
malediction (n.),mid-,15,Old French%Latin
maledictory (adj.),,1822,Latin
malefaction (n.),early ,15,Medieval Latin
malefactor (n.),mid-,15,Latin
malefic (adj.),,1650,Latin
maleficence (n.),,1590,Middle French%Latin
maleficent (adj.),,1670,Latin
malevolence (n.),mid-,15,Middle French%Latin
malevolent (adj.),,1500,Middle French%Latin
malfeasance (n.),,1690,French%Latin
malic (adj.),,1797,French%Latin%Greek
malice (n.),,1300,Old French%Latin
malicious (adj.),early ,13,Old French%Latin
malign (adj.),early ,14,Old French%Latin%PIE
malign (v.),mid-,15,Old French%Late Latin
malignant (adj.),,1560,Middle French%Late Latin
malignity (n.),late ,14,Old French%Latin
malinger (v.),,1820,French
malison (n.),mid-,13,Old French%Latin
mallard (n.),,1300,Old French%Latin
malleable (adj.),late ,14,Middle French%Medieval Latin%Latin
malleolus (n.),,1690,Latin
mallet (n.),late ,14,Old French%Latin%PIE
malleus (n.),,1660,Latin
mallow (n.),late ,14,Latin
malmsey (n.),,1400,Medieval Latin%Medieval Greek
malt (n.),-,-,Old English%Proto-Germanic%PIE
Malta,-,-,Latin%Phoenician
maltreat (v.),,1708,French
maltreatment (n.),,1721,French
malversation (n.),,1540,French%Latin
Malvinas,,1764,French
mamba (n.),,1862,Zulu
mambo (n.),,1948,American Spanish
Mameluke,,1254,Middle French%Arabic
mammal (n.),,1826,Latin
mammary (adj.),,1680,French%Latin
mammo-,-,-,Latin
Mammon (n.),mid-,14,Late Latin%Greek%Aramaic
mammoth (n.),,1706,Russian
mamzer (n.),,1560,Late Latin%Hebrew
man (n.),,1,Proto-Germanic%PIE
man (v.),,1690,Old English
manacle (n.),mid-,14,Old French%Latin
manage (v.),,1560,Italian
manana,-,-,Spanish%Vulgar Latin%Latin%PIE
manatee (n.),,1550,Spanish%Carib
mancinism (n.),,1890,Italian%Latin
manciple (n.),early ,13,Old French%Latin
mandala (n.),,1859,Sanskrit
mandarin (n.),,1580,Malay%Hindi%Sanskrit%PIE
mandatary (n.),,1610,Latin
mandate (n.),,1500,Middle French%Latin
mandatory (adj.),,1570,Late Latin%Latin
mandible (n.),late ,14,Middle French%Late Latin%Latin%PIE
mandibular (adj.),,1650,Latin
mandolin (n.),,1707,French%Italian%Late Latin%Greek
mandrake (n.),early ,14,Medieval Latin%Latin%Greek
mandrel (n.),,1510,French
mane (n.),-,-,Old English%Proto-Germanic%PIE
manege (n.),,1640,French%Italian
Manes (pl.),-,-,Latin%Latin
maneuver (n.),,1758,French%Old French%Medieval Latin%Latin
maneuver (v.),,1777,French%Medieval Latin
manganese (n.),,1670,French%Italian
mange (n.),early ,15,Old French%Late Latin%Latin
manger (n.),early ,14,Old French
mangle (v.),,1400,Anglo-French
mangle (n.),,1774,Dutch%Middle Dutch
mango (n.),,1580,Portuguese%Malay%Tamil
mangonel (n.),mid-,13,Old French%Vulgar Latin%Greek%PIE
mangrove (n.),,1610,Spanish
mania (n.),late ,14,Late Latin%Greek%PIE
maniac (adj.),,1600,French%Late Latin%Greek
Manichaean,,1550,Latin
manicure (n.),,1873,French%Latin
manifest (adj.),late ,14,Old French%Latin
manifest (v.),late ,14,Latin
manifestation (n.),early ,15,Late Latin
manifesto (n.),,1640,Italian%Latin
manifold (adj.),,229,Old English
manikin (n.),,1560,Dutch
manilla (2),-,-,Spanish%Latin
manioc (n.),,1560,Tupi
manipulation (n.),,1730,French%Latin
Manitoba,-,-,Algonquian
manitou (n.),,1690,Unami Delaware
manna (n.),,15,Late Latin%Greek%Hebrew
mannequin (n.),,1902,French%Dutch
manner (n.),,1200,Anglo-French%Vulgar Latin
mannish (adj.),late ,14,Old English%Proto-Germanic
manometer (n.),,1730,French%Greek
manor (n.),late ,13,Anglo-French%Latin%PIE
manque (adj.),,1778,French%Italian%Latin%PIE
mansard,,1734,French
manse (n.),late ,15,Medieval Latin
mansion (n.),mid-,14,Old French%Latin%PIE
mansuetude (n.),late ,14,Latin%PIE
manta (n.),,1760,Spanish%Late Latin%Latin
manteau (n.),,1670,French%Old French
mantic (adj.),,1850,Greek
manticore (n.),,1300,Latin%Greek%PIE
mantilla (n.),,1717,Spanish
mantis (n.),,1650,Greek
mantissa (n.),,1865,Latin
mantle (n.),,246,Latin
mantle (v.),early ,13,Old French
mantra (n.),,1808,Sanskrit%PIE
mantua (n.),,17,French%Old French
manual (adj.),,1400,Latin%PIE
manual (n.),early ,15,Old French%Late Latin
manubrium (n.),,1848,Latin
manufacture (n.),,1560,Middle French%Medieval Latin%Latin
manumission (n.),,1400,Old French%Latin
manumit (v.),early ,15,Latin
manure (v.),,1400,Anglo-French%Medieval Latin
manuscript (n.),,1590,Medieval Latin%Latin
Manx,,1798,Old Norse
many (adj.),-,-,Old English%Proto-Germanic%PIE
map (n.),,1520,Middle French%Medieval Latin%Latin
maple (n.),,1300,Old English%Proto-Germanic
maquette (n.),,1903,French%Italian%Latin
maquis (n.),,1858,French%Corsican Italian%Latin
mar (v.),-,-,Old English%Proto-Germanic%PIE
Maranatha,late ,14,Greek%Aramaic
maraschino (n.),,1791,Italian%Latin%PIE
marasmus (n.),,1650,Greek%PIE
Maratha,,1763,Marathi
maraud (v.),,1690,French%Middle French
marble (n.),early ,14,Old French%Latin
marcasite (n.),early ,15,Medieval Latin
marcescent (adj.),,1727,Latin%PIE
march (v.),early ,15,Middle French%Old French%Frankish
march (n.2),late ,13,Old French%Frankish
March,,1200,Anglo-French%Latin
march (n.1),,1580,Middle French
marchen (n.),,1871,German%Middle High German%Old High German%Proto-Germanic
marchioness (n.),,16,Medieval Latin
Marcia,-,-,Latin
Marcomanni,,2,Latin
Marcus,-,-,Latin
Mardi Gras (n.),,1690,Latin
mare (n.1),,1600,Proto-Germanic
mare (n.2),,1765,Latin
mare (n.3),-,-,Proto-Germanic%PIE
Margaret,,1300,Old French%Late Latin%Greek
margaric (adj.),,1819,French%Greek
margarin (n.),,1836,French%Greek
margarine (n.),,1873,French
margarite (n.),late ,13,Late Latin
Margery,-,-,Old French
margin (n.),mid-,14,Latin%PIE
marginal (adj.),,1570,Medieval Latin%Latin
marginalia (n.),,1832,Latin
margrave (n.),,1550,Middle Dutch%Old High German%West Germanic%Greek
marguerite (n.),,1866,French
mariachi (n.),,1941,French
marijuana (n.),,1918,Mexican Spanish
marina (n.),,1805,Latin
marinade (n.),,1704,French
marinate (v.),,1640,French%Old French%Latin
marine (adj.),early ,15,Middle French%Old French%Latin%PIE
mariner (n.),mid-,13,Anglo-French%Medieval Latin%Latin
marionette (n.),,1620,French
marish (n.),early ,14,Old French%Frankish
marital (adj.),,1600,French%Latin
maritime (adj.),,1540,Middle French%Latin
Marius,,1,Latin
marjoram (n.),late ,14,Old French%Medieval Latin
mark (n.1),,1200,Proto-Germanic%PIE
mark (v.),,1,Proto-Germanic
mark (n.2),,1,Old Norse
market (n.),early ,12,Old North French%Latin%Italic
marl (n.),late ,14,Old French%Late Latin
marmalade (n.),late ,15,Middle French%Portuguese%Latin%Greek
marmoreal (adj.),,1798,Latin
marmoset (n.),late ,14,Old French
marmot (n.),,1600,French%Latin
Maronite,,1510,Late Latin
maroon (n.),,1791,French%Greek
maroon (v.),,1724,French%Old Spanish
marque (n.),mid-,15,Anglo-French
marquee (n.),,1680,French
marquetry (n.),,1560,French
marquis (n.),,1300,Old French%Old French%Medieval Latin
Marrano (n.),,1580,Arabic
marriage (n.),,1300,Old French%Vulgar Latin%Latin
marrow (n.),late ,14,Old English%Proto-Germanic%PIE
marry (v.),,1300,Old French%Latin%PIE
Mars,late ,14,Latin
Marsala (n.),,1806,Arabic
Marseilles,-,-,French%Greek
marsh (n.),-,-,Old English%Proto-Germanic%Proto-Germanic
marshal (n.),early ,13,Old French%Frankish%Proto-Germanic
marshland (n.),,1,Old English
marsupial (adj.),,1690,Late Latin%Greek
mart (n.),mid-,15,Middle Dutch%Latin
marten (n.),mid-,13,Old French%Frankish%Proto-Germanic%PIE%Old French
Martha,,40,Aramaic
martial (adj.),late ,14,Latin
Martian (adj.),late ,14,Latin
martin (n.),,1580,Middle French
Martin,-,-,Latin
martingale (n.),,1580,Middle French%Spanish%Arabic
martyr (n.),,1550,Old English%Late Latin%Doric Greek%PIE
martyrdom (n.),-,-,Old English
martyrology (n.),,1590,Church Latin%Ecclesiastical Greek
marvel (n.),,1300,Old French%Vulgar Latin%Latin
marvel (v.),,1300,Old French
marvelous (adj.),,1300,Old French
Marxism (n.),,1885,French
Marxist (n.),,1886,French%Karl
Mary,early ,1830,Latin%Greek%Aramaic%Hebrew
marzipan (n.),,1901,German%Italian%Medieval Latin
mascara (n.),,1883,Spanish
mascot (n.),,1881,Medieval Latin
masculate (v.),,1620,Latin
masculine (adj.),mid-,14,Old French%Latin
mash (n.),,1590,Proto-Germanic%PIE
mash (v.),mid-,13,Old English
mashie (n.),,1881,French%Vulgar Latin%Latin
mask (n.),,1530,Middle French%Italian%Medieval Latin%Arabic
masochism (n.),,1892,German
mason (n.),,1200,Old French%Frankish
masonry (n.),mid-,14,Old French
masque (n.),,1510,Middle French
masquerade (n.),,1590,French%Italian
mass (v.),,1560,French
mass (n.1),late ,14,Old French%Latin%Greek%PIE
mass (n.2),-,-,Vulgar Latin%Late Latin
Massachusetts,,1614,Algonquian
massacre (v.),,1580,Middle French
massacre (n.),,1580,Middle French%Old French
massage (n.),,1874,French%Arabic
masseur (n.),,1876,French
masseuse (n.),,1876,French
massif (n.),,1520,French
massive (adj.),,1400,Middle French%Old French
mast (n.1),-,-,Proto-Germanic%PIE
mast (n.2),-,-,Proto-Germanic%PIE
mastectomy (n.),,1909,Greek
master (n.),,1904,Latin%PIE
master (v.),early ,13,Old French%Medieval Latin
mastery (n.),early ,13,Old French
mastic (n.),late ,14,Old French%Late Latin%Latin%Greek
masticate (v.),,1640,Late Latin
mastication (n.),early ,15,Old French%Latin%PIE
mastiff (n.),early ,14,Old French%Vulgar Latin%Latin
mastitis (n.),,1842,Greek
masto-,,2,PIE
mastodon (n.),,1813,Greek
mastoid (adj.),,1732,Greek
masturbate (v.),,1839,Latin
masturbation (n.),,1711,French%Modern Latin
mat (n.1),,4,Late Latin
mat (adj.),,1640,French%Old French%Latin%PIE
mat (n.2),,1845,French
Mata Hari,,1876,Malay
matador (n.),,1670,Spanish%Arabic
match (n.1),late ,14,Old French%Vulgar Latin%Latin%Greek%PIE
match (n.2),,1300,Proto-Germanic%PIE
mate (n.1),mid-,14,Middle Low German%Proto-Germanic
mate (v.2),,1300,Old French
mate (n.2),,1300,Middle French%Old French
mater-,-,-,Latin
material (adj.),mid-,14,Old French%Late Latin%Latin
materiality (n.),,1520,Modern Latin
materiel (n.),,1814,French
maternal (adj.),late ,15,Old French%Vulgar Latin%Latin
maternity (n.),,1610,French%Medieval Latin%Latin
math (n.2),,4,Proto-Germanic%PIE
mathematic (n.),late ,14,Latin%Greek%PIE
mathematical (adj.),early ,15,Latin
mathematician (n.),early ,15,Middle French%Latin
Matilda,,1,French%Proto-Germanic%PIE
matinee (n.),,1848,French%Old French
matins (n.),mid-,13,Old French%Late Latin%Latin
matricide (n.),,1590,French%Latin
matriculate (v.),,1570,Late Latin%Latin
matrimonial (adj.),mid-,15,Middle French%Late Latin%Latin
matrimony (n.),,1300,Old French%Latin
matrix (n.),late ,14,Old French%Latin
matron (n.),late ,14,Old French%Latin
matronymic (n.),,1794,Latin
matter (n.),,1200,Anglo-French%Latin
Matterhorn,,2,German
Matthew,-,-,Old French%Late Latin%Greek%Hebrew
Matthias,-,-,Late Latin%Greek
mattock (n.),,1,Vulgar Latin
mattress (n.),late ,13,Old French%Italian%Medieval Latin%Arabic
maturation (n.),early ,15,Middle French%Latin
mature (v.),late ,14,Latin%PIE
mature (adj.),mid-,15,Latin
maturescent (adj.),,1727,Latin
maturity (n.),early ,15,Middle French%Latin
matutinal (adj.),,1650,Latin
matzoh (n.),,1846,Hebrew
Maud,-,-,Old French%Medieval Latin
maul (v.),mid-,13,Middle English
maul (n.),,1200,Old French%Latin
maulstick (n.),,1650,Dutch%Proto-Germanic
maunder (v.),,1746,French%Latin
Maundy Thursday,mid-,15,Middle English%Old French%Latin
Maurice,-,-,French%Late Latin%Latin
mausoleum (n.),,1540,Latin%Greek
mauvais,,12,French%Vulgar Latin%Latin
mauve (n.),,1859,French%Old French%Latin
maven (n.),,1965,Yiddish%Hebrew
mavis (n.),,1400,Old French
maw (n.),,353,Proto-Germanic%PIE
mawkish (adj.),,1660,Middle English
maxilla (n.),,1670,Latin
maxillary (adj.),,1620,Latin
maxim (n.),early ,15,Middle French%Late Latin
maximal (adj.),,1872,Latin
Maximilian,,1415,Latin
maximum (n.),,1740,French%Latin
may (v.1),,246,Old English%Proto-Germanic%PIE
May,early ,12,Old French%Latin%PIE
mayhem (n.),late ,15,Anglo-French%Old French
mayonnaise (n.),,1815,French
mayor (n.),,1300,Old French%Latin
mayoralty (n.),late ,14,Middle French
maze (n.),,1300,Old English
mazel tov,,1862,Hebrew
mazuma (n.),,1894,Mishnaic Hebrew
mazurka (n.),,1818,Russian%Polish
McConnell,-,-,Irish
McCoy,,1881,Scottish
McFarland,-,-,Gaelic%Old Irish
McIntosh,,1874,John
McMillan,-,-,Gaelic
McQueen,-,-,Gaelic
me (pron.),,1500,Proto-Germanic%PIE
mead (n.1),-,-,Proto-Germanic%PIE
mead (n.2),,4,Proto-Germanic%PIE
meager (adj.),late ,14,Old French%Latin%PIE
meal (n.1),,1200,Old English%Proto-Germanic%PIE
meal (n.2),,246,Proto-Germanic%PIE
mealy-mouthed (adj.),,1570,Old English%Proto-Germanic
mean (v.1),,1834,West Germanic%PIE
mean (adj.1),,1200,Old English%Proto-Germanic%PIE
mean (n.),early ,14,Old French%Latin
mean (adj.2),mid-,14,Anglo-French%Late Latin%Latin
meander (n.),,1570,Latin%Greek
measles (n.),early ,14,Middle Dutch%Proto-Germanic
measurable (adj.),,1300,Old French%Late Latin
measure (v.),,1300,Old French%Late Latin%Latin%PIE
measure (n.),,1200,Old French%Latin
meat (n.),,2,Proto-Germanic%PIE
Meath,-,-,Irish
mechanic (adj.),late ,14,Latin%Greek
mechanic (n.),late ,14,Latin%Greek
mechanics (n.),,1640,Greek
mechanism (n.),,1660,Modern Latin%Greek
mechano-,-,-,Greek
meconic (adj.),,1819,Greek
meconium (n.),,1706,Latin%Greek
medal (n.),,1580,Middle French%Italian%Vulgar Latin%Latin
medallion (n.),,1650,French%Italian
meddle (v.),early ,14,Old North French%Vulgar Latin%Latin
Mede,late ,14,Latin%Greek
Medea,-,-,Latin%Greek%PIE
medial (adj.),,1560,Late Latin%Latin%PIE
median (adj.),,1590,Middle French%Latin
median (n.),,1540,Latin
mediant (n.),,1753,Italian%Late Latin
mediate (v.),,1540,Latin
mediation (n.),late ,14,Medieval Latin
mediator (n.),mid-,14,Late Latin%Latin
medic (n.),,1650,Latin
medicable (adj.),,1610,Latin
medical (adj.),,1640,French%Late Latin%Latin
medicament (n.),mid-,15,Middle French%Latin
medicaster (n.),,1600,Latin
medicate (v.),,1620,Late Latin
medication (n.),early ,15,Middle French%Latin
medicinal (adj.),late ,14,Old French%Latin
medicine (n.),,1200,Old French%Latin
medico (n.),,1680,Spanish%Latin
medieval (adj.),,1827,Latin
mediocre (adj.),,1580,Middle French%Latin
mediocrity (n.),early ,15,Middle French%Latin
meditate (v.),,1580,Latin
meditation (n.),,1200,Old French%Latin%PIE
meditative (adj.),,1650,Late Latin
Mediterranean,,1400,Late Latin%Latin
medium (n.),,1580,Latin
medlar (n.),mid-,14,Old French%Latin%Greek
medley (n.),,1300,Old French
medulla (n.),,1650,Latin
meek (adj.),,1200,Proto-Germanic%PIE
meerkat (n.),late ,15,Dutch
meerschaum (n.),,1784,German%Old High German
meet (v.),,1520,Old English%Proto-Germanic%PIE
meet (adj.),-,-,Proto-Germanic
mega-,,1982,Greek%PIE
megalomania (n.),,1866,French
megaphone (n.),,1878,Greek
megillah (n.),,1957,Hebrew
meiosis (n.),,1905,Greek%PIE
meistersinger (n.),,1845,German
melancholia (n.),,1690,Modern Latin
melancholic (adj.),late ,14,Late Latin%Greek
melancholy (n.),,1300,Old French%Late Latin%Greek
melange (n.),,1650,French%Old French
melanin (n.),,1832,Greek%PIE
melano-,-,-,Greek
melanoma (n.),,1826,Greek
melanosis (n.),,1823,Greek
melatonin (n.),,1958,Greek
Melchior,-,-,Hebrew
Melchizedek,-,-,Hebrew
melee (n.),,1640,French%Old French
meliorate (v.),,1550,Late Latin%PIE
melioration (n.),,1400,Late Latin
meliorism (n.),,1868,Latin
melisma (n.),,1837,Greek%PIE
Melissa,-,-,PIE
mell (v.),,1300,Old French
mellifluent (adj.),,1600,Middle French%Late Latin
mellifluous (adj.),early ,15,Late Latin%Latin
mellow (adj.),mid-,15,Old English
melodeon (n.),,1847,German%Old French
melodic (adj.),,1818,French%Late Latin%Greek
melodious (adj.),late ,14,Old French%Medieval Latin%Latin
melodrama (n.),,1784,French%Greek
melody (n.),late ,13,Old French%Late Latin%Greek
melon (n.),late ,14,Old French%Medieval Latin%Latin%Greek
Melpomene,-,-,Greek
melt (v.),,1200,Old English%Proto-Germanic%Proto-Germanic%PIE
Melvin,,230,Old English%Proto-Germanic
member (n.),late ,13,Old French%Latin%PIE
membrane (n.),early ,15,Latin
membranous (adj.),,1590,Middle French%Latin
memento (n.),,1400,Latin
memoir (n.),early ,15,Anglo-French%Latin
memorabilia (n.),,1806,Latin
memorable (adj.),mid-,15,Middle French%Latin
memorandum (n.),early ,15,Latin
memorial (adj.),late ,14,Old French%Latin
memorial (n.),late ,14,Old French%Late Latin
memorious (adj.),,1590,French%Medieval Latin%Latin
memory (n.),mid-,13,Anglo-French%Latin%PIE
menace (n.),,1300,Old French%Vulgar Latin%PIE
menace (v.),,1300,Old French%Vulgar Latin
menage (n.),,1690,French%Old French%Vulgar Latin%Latin
menagerie (n.),,1712,French%Old French
menarche (n.),,1896,German%Greek
mendacious (adj.),,1610,Middle French%Latin%PIE
mendacity (n.),,1640,Middle French%Late Latin%Latin
mendicant (adj.),late ,14,Latin
mendicant (n.),mid-,15,Latin
menhir (n.),,1834,French%Breton%PIE
menial (adj.),late ,14,Anglo-French%Old French%Vulgar Latin%Latin
meningeal (adj.),,1829,Modern Latin
meninges (n.),,1610,Middle French%Greek
meningitis (n.),,1825,Modern Latin%Greek
meniscus (n.),,1690,Greek
menopause (n.),,1852,French%Greek
menorah (n.),,1886,Hebrew
mensal (adj.1),,1860,Latin
mensal (adj.2),mid-,15,Late Latin%Latin
mensch (n.),,1907,German%Old High German
menses (n.),,1590,Latin
Menshevik (adj.),,1907,Russian
menstrual (adj.),late ,14,Old French%Latin
menstruate (v.),,1680,Latin
menstruation (n.),,1680,Late Latin
menstruous (adj.),,1530,French%Latin
mensurable (adj.),,1600,Late Latin
mensural (adj.),,1600,Medieval Latin%Latin
mensuration (n.),,1570,Middle French%Late Latin
mental (adj.),early ,15,Middle French%Late Latin%Latin%PIE
mentation (n.),,1850,Latin
menthol (n.),,1862,German%Latin
mention (n.),,1300,Old French%Latin%PIE
mention (v.),,1520,Middle French%Old French
mentor (n.),,1750,Greek%PIE
menu (n.),,1837,French%Middle French%Latin
mephitic (adj.),,1620,Late Latin%Latin
mercantile (adj.),,1640,French%Italian%Medieval Latin%Latin
mercantilism (n.),,1834,French
Mercedes,-,-,Latin
mercenary (n.),late ,14,Old French%Latin
mercenary (adj.),,1530,Latin
mercer (n.),early ,12,Old French%Vulgar Latin%Latin
merchandise (n.),mid-,13,Anglo-French
merchant (n.),,1200,Anglo-French%Vulgar Latin
merchant (adj.),,1400,Old French
Mercia,,2,Old English
Mercury,mid-,12,Latin
mercury (n.),late ,14,Medieval Latin%Latin
mercy (n.),late ,12,Old French%Latin
merde (n.),late ,15,French%Latin
mere (adj.),,1400,Old French%Latin%PIE
mere (n.),-,-,Old English%Proto-Germanic%PIE
merengue (n.),,1936,Dominican Creole%French
merestone (n.),,230,Proto-Germanic
meretricious (adj.),,1620,Latin
merganser (n.),,1752,Latin
merge (v.),,1630,Latin%PIE
meridian (n.),mid-,14,Old French%Latin
meringue (n.),,1706,French
merino (n.),,1781,Spanish%Arabic
merism (n.),,1894,Modern Latin%Greek
meristem (n.),,1862,Greek
merit (n.),,1200,Old French%Latin%PIE
merit (v.),late ,15,Middle French%Latin
meritorious (adj.),early ,15,Latin
merle (n.),late ,15,Old French%Latin%PIE
merlin (n.),early ,14,Anglo-French%Frankish
Merlin,-,-,Old Celtic
merlon (n.),,1704,French%Italian
mermaid (n.),mid-,14,Middle English
Merovingian (adj.),,1690,French%Medieval Latin
merrily (adv.),,2,Old English
merry (adj.),,1300,Old English%Proto-Germanic%PIE
mesa (n.),,1759,Spanish%Latin
mesalliance (n.),,1782,French
mescaline (n.),,1896,German
mesel,,1300,Old French%Latin
mesh (n.),late ,14,Proto-Germanic%PIE
meshuga (adj.),,1892,Hebrew
mesial (adj.),,1803,Greek
mesic (adj.),,1926,Greek
mesmerism (n.),,1802,French
mesoderm (n.),,1858,French
meson (n.),,1939,Greek
Mesopotamia,,19,Greek
Mesozoic (adj.),,1840,Greek
mesquite (n.),,1759,Mexican Spanish
